Letters,Target
 bozell 16 june 2001 steve watson vice president external affairs lorilard tobacco company 714 green valley road box 10529 greensboro nc 27404 hello steve ‘attached please find the historical documents we promised these two binders contain all reports and presentations pertaining tothe strategic planning of the lortard youth smoking prevention program since inception at bozell  understand that adam and john already forwarded the narrative document that outlined the steps we took over the last 3 years now you have all he presentations that we used to report ‘on those steps along the way   have also attached a slightly modified version of the narrative you received earlier this week specifically  added sentences summarizing the length of ime took to complete each siep along the way piease dont hesitate to contact me if you have any questions about these documents or about our process in general  hook forward to working with you and jordan inthe coming months as we develop the next round of work for the youth smoking prevention program best regards nathan coyle senior brand planner co jordan bressler adam goldfarb john roth 99616266 so ext 250 svat eyerk 20010 12727000,0
fuck cfott9 oph afoifet roadhouse” tonight kfi 7pm esq a re yond ewe tootsie 19a 29 e eble enzos,4
introducing english ovals exclusively from g warning the surgeon general has determined that cigarette smoking is dangerous to your heath gozllechog,4
from semones alita b ‘to davis jean c hicks andrea c lehmkuhl lisa l neal dianne m nix bruce sapp katrina spell bernadette cohen penny s elmer robert a fields timothy galyan phil e marshall jeannie y moore jerry r philyaw avis p potter debbie r ce bcc primary date 1171996 81701 am last modified date 2001nov20 011947  last touched dat sent date 1996jan17 081700 received date 1996jan17 081701 subject dv estimate for 11796 attachments dayestxls     jr0000000512020205 10047 9255 992 6l8zs,2
2078877530 from culley liz sent friday september 22 2000 404 pm to pfeil michael £ subject fw price increases,2
leen tutte eeeeeee  tr sess since 196 march 2 1989 dr thomas vollmuth lorillard inc research center 420 english street po box 21688  greensboro north carolina 274201688 dear dr vollmuth enclosed please find the bound original and two stapled copies of the following final reports sn127lor compound a74 sn128lor compound a98 and sn126lor compound b234 should there be any questions please do not hesitate to telephone me at 3125674868 sincerely yours helen v ratajczak senior immunologist life sciences research hvreme enclosures s02letls commitment to excellence,0
1 of 1“ 3 smokers ie,4
sn ‘ato sn prieto es hennes ae cas sine ome ters oy075p 4 fa at betes ae 33 a s aa 1 ee ae ‘these data came from microfilmed reports and there was no information as to method used  have emalied several thre who may be able to help wailing for their responses susan,2
2078852389 from merle ellen sent tuesday july 25 2000 335 pm to harward floyce abshaw billy h bilowus katherine a carnovale mary e chandran gayathri desel paula ferry denise m mccormick brendan j mcfadden vanessa murphy phillip a pfeil michael e ryan thomas mz tapie monique n wadkins jessica d whatford mark agee charlie beauchemin ed bellamy stacey m comes cheryl m crabill jean b darden bennie c farlow kimberlie j gipson laura l gordon mary a hanson terry d7 hopkins thealisa r nelson melodee l ruth gary r sesterak cheryl l stansel robin hulsey waters kathy wilkes liz h cc milby david l rivera salvador weber deborah j androla jeffrey l7 westra dan l benner kevin p pm usa debord mark subject re mi independent tribune great job to all especially gary,2
 ee eee fa jong rat kathiont gabor jacque saree 20649784654 sareten ae pedo wash ated aot ae fsetaidn ot shppng nas dnd made aalobe or wsolnetals i fem number 11971 can please call me with any questions regarding the above  lou 2554,2
2071897357 gavone mark a from merlo elen sor monday november 29 1999 603 pm to donohue chris l ce preil michael e gannon sean l codella margie e mcdaniel janice a cavone mark a restivo jeanine desel pavia subject re website info line update first of ali want to send them to the pm usa website not the corporate site so we are giving them the wrong web address ‘secondly  thought we were going to find gut what issue they were interested in we are not going to do individual folders ware ging to do one general press kt ke foider which would include prs mission and values a set pleca then we will do individual one pagers on each of our issues and we would pick and choose which to send to each consumer based ‘on their inquiry ‘otherwise iam okay with this and the mailer which i already had approved from s piskor thanks,2
s68u leave smoking rules up to each busi 1s 1397 ‘the issue proposed corvallis city ordinance¢‘related to the sale and use of tobacco products we say its good to better control tobacco use by children but the city should stay out of private business  the corvallis city council will be considering contro ‘ersial new ordinances dealing with the saleand uso of tahsceo at 7 pa tonight re ‘most of the provisions of the ordiniances are easy to sup port who isnt for making ita little tougher for tesnaners o uy cigurotles and making it tougher on merchants who sell to minora ‘but iti the provision of the ordinance that deals with phat ges on in private buinessog that eome members of the publ including this editorial board have a hard time ceepting the ordinances would regulate tobacco use in public places and require all businesses employing more than ane troster tobe emekfe smoking would also be pronbited ‘thin 10 fee ofan entrance to a nonsmoking een “hanes ils nd motel ontarant bok and bare ‘aha bars the last refuge ofthe dedicated smoker spouse may nol ellow a emoksr acess to the ving toom ht they clold aiwaye count «na fend belt sol btnoapbore atthe corner pub eis past ofthe peoson wars try avepssal butoesron shout 25 percent of their lentelo soe atakors they alse lain the other 79 percent dont ean to mind ihey did they wouldn be there ‘snpportrs of this section of the ordinance are quick to say they are making thie effort on doha of the workers freed to work around secondhand stoke ee doubt fy bar worker took the job not knowing smaking scored in fet covers par workers havo contacted the giactciieseey they ar agua the povont the ‘mombere of the benton county tubseenfree coalition sapien hs upc ath pit do governmants role fo grotect the public rom ital tobacco tea terible habit that no one should be tncturaged to bog the solution tant going ta be found shrough lwo that damage the abity of lawl boniness fro slowing tye ane of eget outa ‘the statin is simple economics when bar patrone stop froguoating bars that allow smoking th bore wil quicly become snobs fre ih business decison and ench busines hawa right to dotersine tt own courte 1253 no007 p12 6se0ceol0z,9
from walkup donna f to barbee melanie cc adam charles c williard sally fulp jeff e womble john r iauco dave n bcc subject eclipse product flaw 713  71798 primary date 7201998 55959 am last modified date 1998jul20 090350 last touched date sent date 1998jul20 055959 received datedate 1998jul20 055959 attachments epq717xls we received one product flaw complaint last week on eclipse fire falls out this consumer did not ask for compensation and did not appear to be upset she was sent coupons as appeasement we also sent her a mailer so she can return the product please let me know if you have questions thanks donna walkup rjro000000032020064 70052 2696 ogo leles,2
s4s2 nae environmental tobacco smoke ets creases adverse respiratory events in chloren curing and after general anes tes et shoe mo sf manin ma 185 kessu ls son wo depanmesit ot anesinesmiogy ang suay of 100 ai behaey ewcion of sneunesa’ wes nat oy no ang hebibane und mutans wer tee “niomatanace  fantan vecuronium and ‘sponaitocal ehetinena wore pm the racovary foom norte acorded thw eeurence ot dronenonpaim ryagorpaam onygen hemogbun to sp0rcss sinix severe coughing basin amarcan”tromnce” socaty sanawrosed cncren’s ‘iptotae on tipi and eneonmenia ces ness ete sct nececa ol nares ertoy ans at results there was no clarence sameer ne seve valk ‘pear o aomegrapner ang mec halon 3 a pacers wah ne nes av ot counneshowes the a weihaod” ef severe eran toor mar no tptca ‘attorangbermeengonstonnads espantes sod torent biegussio eaponue 10 ets a1 satermned oy umary crencunog ana ahr gona nessa cancan thew be avore ov ns nah ang neue ets exponre othe references 1 n eng j mea 196920 pomenol 198 13808 3 6 eng 1 moy cin inmate 988810385  ines chen lvesersose,6
2078307387 from carrer tara on pri mar 6 1998 303 pm subject re fl biliboard to mccormick brendan i made a few minor edits and added the q5a below your note please take a look at the qa and then send on to kd once youve made edits thx,2
1 ‘the hazards of past exposure to asbestos dust endanger millions of americans heres what you can do millions of workers have been exposed to asbestos dust in the past 3540 years yet the dangers of asbestos dust exposure are not well understood by the american public particularly those most likely to have been exposed in the workplace many years ago fortyone percent of adults aged 50 and over according to a recent gallup survey do not know how long it takes for asbestosrelated diseases to develop his is the age group most likely to be now facing the effects of ex » bpwtcee shae occtrred 20 20 or more years ago in occupatione such bet shipbuilding asbestos mining manufacturing and insulation divkdek ih the construction and building trades hadgst occupational exposure to asbestos can increase the risk of  loping several 4 2 ‘a disabling lung disorder fat can cause breathing difficulty lung cancer mesothelioma a x of the membranes lining the chest or abdominal cavity and 1 lege commonly cancers of the esophagus stomach colon and rectum blentitic studies of workers exposed in the past have shown that ippessice ond chgarecta enotino’topether”incrense tung cancer ick fold over the already high risk due to moking alone and some nev information suggests that quitting can reduce the increased cancer riek prt im august the department of health education and welfare launched fwajor public awareness program on asbestos exposure using television wedio and magazine ads and other means to urge people who have had ‘exposure to seek additional information quit smoking and get ical checkups and prompt treatment for respiratory illnei x bie hope you will join with us in increasing understanding among your r friends and subscribers of the health hazards of asbestos dust ex “posure and what can be done you can do this by publishing the enclosed information and ads by placing posters in your offic seeting roons and other public places please distribute the ‘on asbestos exposure end quitting smoking to your members form for these materials is on the reverse side of this ve lives pour participation could  wh julius b richmond md surgeon general  assistant secretary for health b8 wed appreciate hearing from you please send tear sheets showing us how you have used our materials or write and tell us about your efforts gee the form on the back of this letter to order free literature,0
52927 6365 rjr0000001 233028781 70034 1403,2
— oe j akos s626 jot rae an nac crs ye 7 1 ed tt determination of the elemental distribution in cigarette components and smoke by instrumental neutron activation analysis d wa 5 landbergers m lars of scar ering try 4 nel 13 gti oe ran i 10 usa dopa ft gan ny ma 23 wma 0 ase aa 01 a barelae 21996 ‘caan eke  mer so pinned nd inti compte ny sa an et ‘ste meh en sop sytner o ay cme es come espns os pe ae clap dec hun fern dee pp el psc mt on me sake sere at ss ove mand teteanee econ tonal oe tego sears a te sw a eis sree she besse duo edi so 32 the meen pen na gone ke ‘siena a mp pes das te dana ann ann be spunea ke et ‘ert ese esto introduction cizsete smoking 2 worldwide habit is a major seat of paricles in indoor alr  and potentially anes man respimble diseases wot only 10 the “nates but leo to the nonsmoker exposed ¥o tobacco ‘mote some commoniyknown hazardous subsancet jn acco smoke eg particulate mater carbon ‘monoxide and nicotine ae widely stuled the presence of ince meals in tobacco smoke however is ofen ‘overlooked these concentrations may be sigifiant or example cur indings have shown that cami can be found af elevated concentration upto 40 ngim in smoking areas although ace constinens in lobace smoke ae usually presen at low levels some of them fee carcinogenic and are therefore of coco yet only 1 few studies have dealt with wbscco smoke ae 2 possible source of respiable heavy metal intake ‘tobacco smoke oossts of mainaream smoke ms sed sidearm smoke ss ms isthe smc inte by 2 smeker and ss the sok released om the baning ip ofa cigareus berween pus researchers have found that ss conains higher levels of cancercausing subsances ‘han ms pe unt mas of sok paula eral this s one important reason why passive smoking has become healt concer ‘severo macachers have measured txid metals in various cgarete tobacco and in otber cigar fomporents by using diferent anlyieal methods fot ‘example meo etal measured ci ni and zn in ‘gare tobacco ash buts and mainstream priate fate using atomic absorption specvoscopy they concluded tat 3850 ofthe cd and 1133 ofthe ni in tobacco were releaed inp ss in another shy warm et al investigated a tool of 33 cigarete pocks trom 22 areas of the world for cd and pb by fameless atonic absoption spectoptotemery they found the arthedc mean of 45 ug cig tobacco and 1 997 adit kind adopt ‘das el nit ny nt yo te fer peace ested conc wou wit eis gm copy te 176 pg pog obec alswuat and sau determined 15 elemens cluding as and co in tobacco and paper from eight brands of cgaretes by xoy duoreszence ogra swat et a analyzed wre meals tclodng hg as cd cu and pb by radiochemical neuron sctivoton analysis  ‘onder deine an emision profile for cgaenes it is necesary to understand the composition of the gute components the objective of hs sualy i 1 ‘uanly the elemental deibaon of cigareue smoke by ‘mensring concentrations of elemers in various cgaete componeas cling unburmt tober kes and paper gresmoking compocent and sparc ash bats used ‘ies masszeam spoke tnd desream srcke simples gossinokng component the sanples fom 15 pas of igetesitading wo research eigaretes irl an trap tree analyzed by nsrumental euron activation analysis forup 1 30clemens th oxic metals suchas ch a sb ce co he and se ae lode and se of tere how the dissin varies for diferent king conditions was sb imvesigaed experimental sample election fiieen types of ciate were collected fr this sy lacing 1963 and 193 tts of varage camel marto merit and kool and oe lt of winsor faas td djsum two bands of rserch cgaetes irl and traf reeences om he university of kentucky were also incluted among these clgarees  pes ae ee lars and 10 ae fc gare a snokieg machine was wed for simulating human smoking wit setings of pu per minute pull vlume of 33 ml and pull duraion of 2 secendsi ms and ss samples ver cobeced and cigate ash and buts were saved as samples ie sint a lanne mini baap tenaontad redo wre sd pitas 0 alsemer somos sa l8rerzsoz,6
‘pini tie aenses st eli an oleae bs ‘ide intracellular trafficking of cell surface sialoglycoconjugates rk 221988 ved for publication apr jonathan 8 reichner sidney w whiteheart§ and gerald w hart ‘from the department of bslaical chemistry the johns hopkins university schou t sivsin recent reports have suggested that the majority of the molecular traffic through the golgi apparatus is comprised of recycling rather than newly synthesized ‘molecules to evaluate the importance of this recycling pathway in greater detail we examined the internali zation and reveling of cell surface glycoproteins on el4 cells a murine tcell lymphoma using sialic acids as covalent markers sialic acids were removed from the surface of living cells by exhaustive treatment with vibrio cholerae sialidase at 4 °c and shown to be derived primarily from glycoproteins 93 with only ‘4 small amount from glycolipids 7 cells were r cultured at 37 °c over time and monitored for the resialylation of the cell surface using a sensitive high pressure liquid chromatography adaptation of the thio barbituric acid assay for sialic acids the return of sialic acid to the cell surface was found to be contingent ‘upon de novo protein synthesis indicating that the bulk of plasma membrane sialogiycoconjugates do not re eycle to an endogenous sialyltransferasecontaining compartment for oligosaccharide reprocessing iden tical results were found for k562 cells a human eryth roleukemia cell lin ‘the movement of specific glycoproteins was followed using the enzyme rat liver a2ggald14gienac sialyl transferase together with cmphnewac as an im bermeant probe of the cell surface surface sialogly coproteins were internalized slowly a process unal fected by eyeloheximide treatment only a few of tese internalized glycoproteins were found to return to a transgolgi compartment followed by reeyeling to the cell surface taken together these data indicate that the majority of replacement of sialic acids on the cell surface is due to de novo synthesis of glycoproteins and that only a small number of glycoproteins recycle through a transgolgi compartment oo ‘the intracellular trafficking of macromolecules packaged in membrane vesicles is « highly dynamic and complicated process which has come under intensive investigation it consists basically of two opposed directions of trensport 1  thie investigation was supported by grants ca 42498 fom the national caner insite and hd13969 awarded by the s rtitates of cid health and human developmen depar “hole and human services the casts of plication of this article were delrayed in pare by the payment of page charges this article ‘must therefore be hereby marked “advertisement” in eccoréance with 1busc section 1734 solely to indieate this fat ‘¥ recipient of national cancer institute fellowship award ca ones ‘supported by national institutes of health training grant gm aan this work was performed during the tenure of an established investigator of the american heaet assocation and with funds ene ‘uibuted in purt by the maryland heart atzocation to whom cor respondence shoul be addressed baltimore marsand 21205 the outward movement of uewly synthesized proteins along the biosynthetic pathway and 2 the inward movement of molecules collected from the extracellular environment as well as plasma membrane molecules a number of studies hhave implicated the ¢rarscolgi network as a common com partment through which newly synthesized as well as inter ‘alized proteins pass reviewed in farquhar 1985 fishman ‘and fine 1987 griffith ca 1986 herzog 1961 romagnoli and herzog 1987 van douts vt al 1988 yamashiro etl 1984 ‘the internalization ot plasma membrane glycoproteins and their subsequent return zo the cell sueface has beon observed in many laboratories reviewed in brown eta 1989 fishman ‘and cook 1986 at present both the mechanisms which induce the internalization of cell surface glycoproteins and the intracellular pathways they may take are unclear for example the igandinduced endocytosis of cell surface recep tors has been shown to include the return of some of these 78 to the cell suciace atter deposition of ligand in an intracellular compar ment reviewed in goldstein et a 1985 however binding ut specific ligand may not be the sole signal for internalization endocytosis of receptors for trans ferrin low density lipoprotein «macroglobaiin tlympho exte antigens t3ter and asialoglycoproteins has been demonstrated to occur in the absence of corresponding ligand ajioka and kaplan 1985 anderson et al 1982 kaplan and keogh 1981 krangel 1951 schwartz et al 1984 watts 1985 the specific itinerary followed by an internalized recep tors another complexity asa given reeeptor may follow more than one intracellular puciway fishman and cook 1986 stein and sussman 1956 the transport of internalized molecules to the goigi cisternae has been demonstrated for transferrin receptor and total cellular glycoproteins resulting in biochemical reprocessing of their associated oligosacchas ides regoecei et a 1954 snider and rogers 1985 1986 ‘the question then arises as so whither all cell surface glyco proteins are similarly intemalized or whether internalization ‘and oligosaccharide reprocessing includes only a selected pop ulation we designed experiments to elaborate on three aspects of cell surface glycoprotein movement first to what extent is a golgimediated reprocessiny pathway utilized hy the cell to maintain steadystate levels of cell surface sialylation sec ‘ond to what degree is internalization selective third can a functional correlation be drawn between those glycoproteins which are reeyeled and those which remain resident on the cell surface sialic acids are added in the golgi cisternae at a late stage of glycoprotein processing kornfeld and kornfeld 1985 in our studies sialic acids were used as a covalent marker by which the movement of cell surtace glyeoproteing could be traced we used two novel techniques to assess the silylation state of the cell surface anc of individual glycoproteins on the plasma membrane 1 toil cell surface sialie acid was quan 16316 50576001,6
may 03 recd  ederal trade commission  washington d c 20580 bureau of  consumer protection april 26 1978 jerome i chapman esq arnold  porter 1229 19th street nw washington dc 20036 dear mr chapman this responds to your telephone request for some written assurance that r john bitting whom staff intends to utilize in the preparation of its calendar year 1976 and 1977 statistical supplements will promise not to release any of the data he obtains from access to the file no 7523059 special reports mr bitting will be hired on a contract basis and therefore will routinely be required to execute a nondisclosure assurance thus you can be assured that mr bitting if and when hired will promise not to release any of the data contained in the special reports covered by the stipulation of dismissal in ftc v american brands inc misc no 770098 dcdc june 23 1977 sincerely ne russell hatchl attorney for division advertising practices ec cyril f hetsko esq max h crohn jr esqey ernest pepples esq joseph h greer esq gons £0208,0
  the best tobacco makes the best smoke came ‘tae wyecial camel biend of cont tobaccon has never ‘ber equalled thats why no other cigarette testes 20 fulltevored smoker ws mild tedey more smke cameln than ang other cigarette of any sad tryem youll moe why have a real cigarette— ——t have a camel etry mechiniatlowrted back cnc marche 0901 mlzos,4
pene 20 paces sian 09 pow 0 ‘aang 79 han worg tine paqoue counted yo soqunu pos uednsne soo suunn mg spane 4 ews oh ayo boouenca my sumnges sn sa 70h ng holr ‘pinivoss capendae you ba povetep hyepode of boryows bupus 0p m0t z teewe masa pus une “09 “09 soanngne suey nay yeni eryous yo woinqves an nas cl moped oat oe mp spsaud ot poutop ina eppes om ml voniqnens ps fury ‘lsuedesco ues jo woynpaee spent ‘espe oj 050 supe pp setedocomy jo nc ey nuaed ode ll a4 te a ots eyestrain 2083213458 ‘pvseny cose sy peace ng mento mt fed 0 m0 ol poumqwna paved as oy see peuheog 0 oryous bono ce cq sepeg we expo o moped wthro cl ate ion soo gym borgo ipo pan 08 wogso nog “pound doou a4 nase pnetapfynpadei vsorsmuou ronan age boone on pg taeig opompanney “sanyo heyyomaoe wat yous esegenjrpancasie jo ‘yusoduuas you songs lysate 20 oeennp zoos wo ar bygon poepene ‘ovens ou ya peep yo eqn ql og meal 8 pel ‘ijoot jou pip wow owe beyyouuon pos ease bgtous pop wey he ‘potejsypat pao ye eyo byqoumaoe sea soopenmeues’gd pee0 48k stente uy aouanyp ou vm sam 44 nog 404 sian a bygone psutg toy ae povsnpas papas ete ee beyounon op oh snm “porns gsndoe an oyyn mae para masons payeyond bonus ¢ me ‘pain gppsedo you nna yyye eae pawsyop mazes payenend foyoue f erro poms bgous cl ‘poe sag ae £4 prota na ye ma buou ‘sooo fests pu bunayboyout  101 om jo evopon huyyounon pos beryout ov puna ana wee 100 289 ‘oqiea pu 100 2ppvowous meq “si ped popmndens agen “moi kmwuag sypaya pos tous al estaay poreyua ajayemdag jon 19g paveudss9q of paidensay 8 bupyours wou puss 99ufo 4 slt,6
rjr interoffice memorandum from or deboreh a lee ms cindy fulp june 18 1986 ames results on sample h8 fron hazleton biotechnologies inc subject the following results were obtained for sample i181 firnova powder 850005 0 s9 activation strain ta98—stroin taio® strain 1835 strain 1837 strain 1538 revng sample revng sample revmg sample revng sample revng sample 350 neg 930 neg 118 neg 0887 neg negative 10 9 activation strain tas strain tai® strain 1835 strain 1537 strain 1538 e reving sample revng sample revng sample revna sample revna sample 183 neg 692 neg 103 neg 105 neg 816 neg conclusions the dose range tested was 0 100 500 1000 2500 s000 and 10000 ug in 50 ul there was no significant increase in revertant number with an increase in dose level for sample hb uith or without 3 activation for any of the 5 strains please feel free to discuss these results with our leb xe dr ck lee or 67 burger dr jr hayes e 2 é e ,0
from john sukhra to tobacco weekly ce bcc subject tma tobacco weekly 9931 primary date 7301999 91206 am last modified date 1999jul30 091206 last touched date sent date 1999jul30 092729 received datedate 1999jul30 091206 attachments 31 pde tw9931pdp tw9931doc rjro000001667054821 70064 2019 loll b9les,2
‘te lancet february 5 1972 ‘oll 25 4033 ests  80 ip proton perted tota and ponive wa me no58 poo shlaa 055 p 0005 thsee human sources of ala are consistent in show ing a positive correlation of enzyme activity with age in bumar brain platelet and plasma tis plus the age mao correlation in animals suggests that this agerelated increase in na0 is 2 general biological phenomenon the fact that sa conc felsted 9 wand 5 ehao activity subbeste jot role in regulating ftiegenic amines there ta in the cerebro observed by bowers sequence of increased re we observed a significant linear decrease in hin sainnt levels with age the correlation of sa levels with age would be consistent with the hypothesis that these agerelated decrements of sa levels were a consequence of the agesrelted in ‘our findings of an association of ma activity and substrate levels with age make it imperative that age be controlled ia stusies of clinical material involving brain tissue or cerebresrinal uid particularly in the investigation of the biogenicamne theory of depres sion and parkinsonism numerous epidemiological studies ‘ished that the prevalence of depres fon increascs with age ‘the fact that ma0 levels fo increase with age makes i tempting to speculate that ths relation of age to enzyme activity migat be a predisposing factor to depression which sccentuates changes in brain amines precipitated by ether events similarly the agerelated chanzes in ma may play a role in the pathorencsis of parkinsonism ‘this work was suppored i part by us pube heath service et mh rol 533 reguets or reprints shuald be addeoned to d s ry unie rensty of vermont cateye of sesieine butkaptony vermont osior usa lated positiv at this enzyme may play a intracellular conc fore the i spinal fh and gerbode  faved levels of references at fot of mex ean 291 preliminary communication conticsution of cigarette smoking ‘to cadmium accumulation in man gronce p lewis wanntast j jusxo lispa l coveuin stuart hanrz glinieat pharmacology section veterans administration hospital boston and biovatsteal division boston gollaboratce drug sureilance program berton university ‘edizel center boren usa cadmium a nonessential potentially summary oxic metal accumulates’ in buman tissues with increasing age because many foods contain cadmium the diet bas been considered the major source for man cigarette tobacco contains appreciable amounts of cadmium which on burning ‘passes into the smoke analysis of necropsy material as showin that nonsmokers accumulate smaller amounts of cadmium in their organs than smokers in addition the accumulation in smokers is related to the number of packyears smoked itis concluded that tobazco constitutes a major source for cadmium ‘accumulation in man§ and in heavy smokers inhalation ‘of the cadmium contained in tobacco smoke may make f greater contribution fo the total body burden than the amount derived by dietary intake iwrropucrion ‘muent concern has been expressed in the past few years regarding the inadvertent exposure of the general pers ‘many of theve 2 ton to toxie trace mezals 2 ‘entry into the body are retained for along time great efforts have been made to identity their sources so that effective preventive measures can be undertaken ‘this report reviews an association found besween cigarene smoking and the cadmium content of wet ashed tissue samples obtained at necropsy materials and methods a a consecutive serie of 172 adult neccopsies data were ‘dr robinson and others references 1 seta j § gey re busting p pench a greens pabe a tn er pon su a dna ml ht ra dunner °f clburn re int btn shy cobsens nf 14 nigin brarhnahs ae bebe b 1s ulerinend seeger ‘heme amin eaed by sint fj pharma exp ther 1962 138340 rosnienbsy usenbrg ker my sodomy a duce 2tscz00ttoz,6
 harvard medical school massachusetts general hospital shriners burns institute“ department of sergey jenny 5 li phd massachusts generel horie boson manchu 02114 617726 3725 6177223000 137 dec 27 1985 harmon c mccallister jr phd research director the council for tobacco researchu8a inc 900 third avenue new york ny 10022 en pe fel gas 986  dear dr mccallister i am interesting in sending a research proposal to the council for tobacco research to apply for the spring research grant award in order to explain the purpose of my proposed study to the scientific  advisory board i enclosed a short version of my proposal which is entitled  studies of the effects of nicotine and benzoapyran on fetal lung type ii epithelial cell growth and development  in it i stated both the rationales and the general outlines of my studies also enclosed with this letter are a copy of my cv and a copy of a submitted manuscript which detailed the cell culture system and its potential to be used in my study z estimate that it will take 3 years to complete the studies listed in the specific aims here i will also provide rough figures for the first year budget salary  with fringe benefits  professional  20 time   12000 nonprofessional  508 time 12000 consumable supplies  15000 animal and care 5000 other expenses  1500 ‘total  45500 sincerely yours lo assistant biochemist in surgery mass general hospital ems 50283104,0
09 ships “iglamaonmaraloperersiog gv ana cea tig of gerd at pai ‘in neuvopi mena wath granoonemcropeege salen sim fog gmcsh was vena ing ered pose ats om cse waren dn een op hl gicer ‘oma nd ate 3 sn pe of dag secant ented wa fal macrae of omg peted ued te ud ley preceded tae of dag fx 10s ‘raced aaa at 100 pm om sf sod wat tien sere ss speedo 25°c the daeylgheel nu bner sso seed ial ané te easined fnease in dag but el os pets sigican abn in pooh productos popeool  fssa osphbydrciae litter nerened adh iets tae ads pee oe exec bae mechan of ston of omlsf ies eee ‘of fld avi ieading 10 tuned sae of po soo bata ined esophisomlaed wih mef suppers by gran eae ‘aris sei rd he maen resa une of ao sb uton of ro mmooucts ves mimacthateohiman ‘a gama rana ander oa  ‘reprint ol cnet vont not oepsin megane wunty al waahagan sat some we ba sus weare omen ean wh see ne easina soa ascuson a marian wh nn resing seater te cls hose cence comet grae ese en pear nal srp asp limes epee lariat er usin shera nie es gyn cle met ces ‘seomeeg caste aay ol er potent sto sees perm bi rererane ats musica nen wnrgu he sesese prcltansechon mee coast wih tomaien ef nalts sien econ cee ed hry cine mecanes ss cases bliramter department sry “nandertine wntvrsitysehot oe ediciney ae lala ease owt gare ‘esti raita seer erat ent el reve ee ncn tehcgr hh bate i gin ai repeater iste i span dase fe ame iia ty ate ee rte me ey a aessener transect fon and ta wate bacon rit ha eaten a seay en ms es ae ge fe ee sass rit omcylaers  £ oain nt emesaee er ot sears per inna bs pe eae seca aarp legramwr faases — asbma sa prs nett sts um nas te enraerat atten me am ure atc ri tt a tn rene ies mia ale tie pin at secrest hse ttt seat i aan st pele up ammanatet sa ei it i ee tawe a7 rrdermal oxowth facror sroutates cau 4 eg 0 cultured canine mires flow at matase might ts previous otis tom our beratory ave shown ta pier ene tise eon nes elulreyele amp candy see soli persed hears ued smal dey cya one xsi eniraneie bachem 1198 et ses sie be es sisi roger ell pplson ie pcn sony wt toe ‘ermine be eles of egy uo eamp cohen’ a vteicnie ope pinan cae of teing cada myers wlned fem fears opescad ccumulation feowrat sr eemsln nie stpponed by pans dksti3 and dk0172 fe the nl now  ov leaws lowsiane aur sees eel eserre ere rda yea pnere,6
clin epl mtastasis l988 vol 6 80 14959 temperaturedependent malignant invasion in vitro by frog renal carcinomaderived pnkt4b cells robert g mekinnell erik a bruyne marc m mareels kenyon s tweedells and pramila r mekalat 1 department of genetics and cell wiology university of minnesota saint paul minnesota 351081095 usa  laboratory of experimental cancerolugy department of ri sind nuclear medicine academic hospital de pintelaan 185 19000 ghent el §department of hiologieal sciences university of notre dame notre dame indiana 46556 usa iotherapy received 17 december 1986 accepted 24 march 1987 ‘the northern leopard fros rana pipiens may be afllicted with a heepessirus transmitted renal carcinoma whiel has the interesting property that ite metastatic behavior is temperaturerelated pnk 41 is a cell line derived from pronephric carcinoma arising in a tadpole we sought fo ascertain if invasion of ormal tissue by pnkvtan cell in theeedimensional confrontation eulture fi titro is similarly temperaturedependent normal fragments af tadpole and frog organs 41 cells at 20°c or 20°c pnk‘tab cells failed to invade tadpole tissues at °c a temperature ettical for atures of 21°c and cooler are invasionresteictive and 23 cand warmer are invasionpermissive under the conditions ofthis study mdenitication ofa critical permissive temperatute allows for the characterization of biochemical events which may be activated at the same temperature biochemical changes which are selectively activated and subsequently repressed 85 tumor cells are cycled through invasionpermissive and invasionsrestrictive temperatures become compelling cundidates as reactions involved in or causal for malignant invaion introduction northern leopard frogs rana pipiens may be aflicted with a herpesvirus induced renal carcinoma 415 1923 populations ofthe frog that are vulnerable to the tumor are exposed to long periods of cold 4°c uncer the ice of frozen lakes from about the beginning of november until the following april ‘phe frog encounters increasingly warmer temperatures after hibernation until mid to latesummer when afternoon air temperature is commonly warm 23 to 35°c and may occasionally become hot 38 w 40°c frogs as other amphibians are ectothermic poikilothermic ‘thus their body temperature fluctuates with environmental temperature it might be antici pated that ambient temperature would have a biological effect on the tumor of an cetothermic animal exposed to different temperatures metastasis is spontaneous in the frog renal carcinoma 518 in a study designed to ascertain the effect of temperature on metastasis laucke and schlumberger 6 reported that 76 per cent of wellfed tumorbearing frogs maintained ut 28 c for 30 dav had widespread lars ‘metastatic ined for three times as colonies however tumorbearing frogs mai,6
